ID,Name,Gene Name,GenBank Protein ID,GenBank Gene ID,UniProt ID,Uniprot Title,PDB ID,GeneCard ID,GenAtlas ID,HGNC ID,Species,Drug IDs
1399,"Peptidyl-prolyl cis-trans isomerase F, mitochondrial",PPIF,181274,M80254,P30405,PPIF_HUMAN,2BIT; 2BIU; 2Z6W; 3QYU; 3R49; 3R4G; 3R54; 3R56; 3R57; 3R59; 3RCF; 3RCG; 3RCI; 3RCK; 3RCL; 3RD9; 3RDA; 3RDB; 3RDC; 4J58; 4J59; 4J5A; 4J5B; 4J5C; 4J5D; 4J5E; 4O8H; 4O8I; 4XNC; 4ZSC; 4ZSD; 5A0E; 5CBT; 5CBU; 5CBV; 5CBW; 5CCN; 5CCQ; 5CCR; 5CCS; 6R8L; 6R8O; 6R8W; 6R9S; 6R9U; 6R9X; 6RA1; 6Y3E; 6YBM; 7OGI; 7PMT; 7R2H; 7R2I; 7R2J; 7R2L; 7TGS; 7TGT; 7TGU; 7TGV; 7TH1; 7TH6; 7TH7; 7THC; 7THD; 7THF; 7ZDN; 8EJX; 8UC4; 8UC5,PPIF,PPIF,HGNC:9259,Humans,DB00091
1411,Tetanus toxin,tetX,40770,X04436,P04958,TETX_CLOTE,1A8D; 1AF9; 1D0H; 1DFQ; 1DIW; 1DLL; 1FV2; 1FV3; 1YVG; 1YXW; 1YYN; 1Z7H; 3HMY; 3HN1; 4J1L,,,,Clostridium tetani (strain Massachusetts / E88),DB11604
1415,Tubulin beta-3 chain,TUBB3,1297274,U47634,Q13509,TBB3_HUMAN,5IJ0; 5IJ9; 5JCO; 6E7B; 6S8L; 6WSL; 7LXB; 7M18; 7M20; 7PJF; 7SJ7; 7SJ8; 7SJ9; 7SJA; 7Z6S; 8VRJ; 8VRK; 8VT7,TUBB3,TUBB3,HGNC:20772,Humans,DB04845
1424,Tyrosine-protein kinase HCK,HCK,306832,M16591,P08631,HCK_HUMAN,1AD5; 1BU1; 1QCF; 2C0I; 2C0O; 2C0T; 2HCK; 2HK5; 2OI3; 2OJ2; 3HCK; 3NHN; 3RBB; 3REA; 3REB; 3VRY; 3VRZ; 3VS0; 3VS1; 3VS2; 3VS3; 3VS4; 3VS5; 3VS6; 3VS7; 4HCK; 4LUD; 4LUE; 4ORZ; 4U5W; 5H09; 5H0B; 5H0E; 5H0G; 5H0H; 5HCK; 5NUH; 5ZJ6; 8F2P; 9BYJ,HCK,HCK,HGNC:4840,Humans,DB06616
1430,Beta-lactamase,ampC,42261,X07274,P05364,AMPC_ENTCL,1BLS; 1GCE; 1RGZ; 1XX2; 1Y54; 2Q9M; 2Q9N; 3S4X; 4XUX,,,,Enterobacter cloacae,DB09060; DB12107; DB12377
1444,Beta-lactamase,ampC,40452,X03866,P05193,AMPC_CITFR,1RGY,,,,Citrobacter freundii,DB00355
1478,Genome polyprotein,,329771,M58335,P26663,POLG_HCVBK,1A1Q; 1BT7; 1C2P; 1CSJ; 1CU1; 1GX5; 1GX6; 1JXP; 1NHU; 1NHV; 1NS3; 1OS5; 1QUV; 2AWZ; 2AX0; 2AX1; 2BRK; 2BRL; 2DXS; 2GIQ; 2GIR; 2HAI; 2HWH; 2HWI; 2I1R; 2JC0; 2JC1; 2O5D; 2WCX; 2WHO; 2WRM; 2XWY; 2ZKU; 3BR9; 3BSA; 3BSC; 3CDE; 3CIZ; 3CJ0; 3CJ2; 3CJ3; 3CJ4; 3CJ5; 3CO9; 3CVK; 3CWJ; 3D28; 3D5M; 3E51; 3FQK; 3FRZ; 3G86; 3GYN; 3H2L; 3H59; 3H5S; 3H5U; 3H98; 3IGV; 3MF5; 3RVB; 3UA7; 3UDL; 3VQS; 4A92; 4B6E; 4B6F; 4B71; 4B73; 4B74; 4B75; 4B76; 4DGV; 4DGY; 4EO6; 4EO8; 4IH5; 4IH6; 4IH7; 4K8B; 4KAI; 4KB7; 4KBI; 4KE5; 4MIA; 4MIB; 4MK7; 4MK8; 4MK9; 4MKA; 4MKB; 4TN2; 8OHM,,,,HCV,DB11586
1482,Beta-lactamase,penP,39575,V00093,P00808,BLAC_BACLI,1I2S; 1I2W; 1MBL; 1W7F; 2BLM; 2WK0; 2Y91; 3B3X; 3LY3; 3LY4; 3M2J; 3M2K; 3SH7; 3SH8; 3SH9; 3SOI; 4BLM; 4M3K; 4N1H; 4N92; 4N9K; 4N9L,,,,Bacillus licheniformis,DB04272
1504,Cathepsin F,CTSF,4826528,AJ007331,Q9UBX1,CATF_HUMAN,1M6D,CTSF,CTSF,HGNC:2531,Humans,DB03573; DB03691
1524,Isocitrate dehydrogenase [NADP],icd,487434,U05257,P39126,IDH_BACSU,1HQS,,,,Bacillus subtilis (strain 168),DB04272
1529,Complement C1s subcomponent,C1S,763110,X06596,P09871,C1S_HUMAN,1ELV; 1NZI; 4J1Y; 4LMF; 4LOR; 4LOS; 4LOT; 6F1C; 6F1H; 8GMN; 8TYP,C1S,C1S,HGNC:1247,Humans,DB06404; DB09228
1534,Methionine aminopeptidase 2,METAP2,903982,U29607,P50579,MAP2_HUMAN,1B59; 1B6A; 1BN5; 1BOA; 1KQ0; 1KQ9; 1QZY; 1R58; 1R5G; 1R5H; 1YW7; 1YW8; 1YW9; 2ADU; 2EA2; 2EA4; 2GA2; 2OAZ; 5CLS; 5D6E; 5D6F; 5JFR; 5JHU; 5JI6; 5LYW; 5LYX; 6QED; 6QEF; 6QEG; 6QEH; 6QEI; 6QEJ; 7A12; 7A13; 7A14; 7A15; 7A16; 8ONY; 8OXG; 9FPZ,METAP2,METAP2,HGNC:16672,Humans,DB01422; DB02893; DB07309; DB07313; DB07377; DB08633
1568,Beta-lactamase TEM,bla,16505919,AL513383,P62594,BLAT_SALTI,,,,,Salmonella typhi,DB01606
1594,Gag-Pol polyprotein,gag-pol,1906384,K03455,P04585,POL_HV1H2,1A30; 1BV7; 1BV9; 1BVE; 1BVG; 1BWA; 1BWB; 1C0T; 1C0U; 1C1B; 1C1C; 1DMP; 1DTQ; 1DTT; 1E6J; 1EP4; 1ESK; 1EX4; 1EXQ; 1FB7; 1FK9; 1FKO; 1FKP; 1G6L; 1HIV; 1HVH; 1HVR; 1HWR; 1HXB; 1JKH; 1JLA; 1JLB; 1JLC; 1JLE; 1JLF; 1JLG; 1JLQ; 1KLM; 1LV1; 1LW0; 1LW2; 1LWC; 1LWE; 1LWF; 1NCP; 1O1W; 1ODW; 1ODY; 1QBR; 1QBS; 1QBT; 1QBU; 1REV; 1RT1; 1RT2; 1RT3; 1RT4; 1RT5; 1RT6; 1RT7; 1RTD; 1RTH; 1RTI; 1RTJ; 1S1T; 1S1U; 1S1V; 1S1W; 1S1X; 1T05; 1TAM; 1TKT; 1TKX; 1TKZ; 1TL1; 1TL3; 1VRT; 1VRU; 2HND; 2HNY; 2HNZ; 2KOD; 2NPH; 2OPP; 2OPQ; 2OPR; 2OPS; 2RF2; 2RKI; 2WHH; 2WOM; 2WON; 2YNF; 2YNG; 2YNH; 2YNI; 3AO2; 3C6T; 3C6U; 3DI6; 3DLE; 3DLG; 3DM2; 3DMJ; 3DOK; 3DOL; 3DOX; 3DRP; 3DRR; 3DRS; 3DYA; 3E01; 3FFI; 3I0R; 3I0S; 3KJV; 3KK1; 3KK2; 3KK3; 3KT2; 3KT5; 3LAK; 3LAL; 3LAM; 3LAN; 3LP0; 3LP1; 3LP2; 3M8P; 3M8Q; 3MEC; 3MED; 3MEE; 3MEG; 3MIM; 3N3I; 3NBP; 3PHV; 3QIN; 3QIO; 3QIP; 3T19; 3T1A; 3TAM; 4B3O; 4B3P; 4B3Q; 4I7F; 4KSE; 4KV8; 4NCG; 4Q1W; 4Q1X; 4Q1Y; 4Q5M; 4QLH; 4U1H; 4U1I; 4U1J; 4U7Q; 4U7V,,,,HIV-1,DB15673
1608,Histone deacetylase 8,HDAC8,8118721,AF230097,Q9BY41,HDAC8_HUMAN,1T64; 1T67; 1T69; 1VKG; 1W22; 2V5W; 2V5X; 3EW8; 3EWF; 3EZP; 3EZT; 3F06; 3F07; 3F0R; 3MZ3; 3MZ4; 3MZ6; 3MZ7; 3RQD; 3SFF; 3SFH; 4QA0; 4QA1; 4QA2; 4QA3; 4QA4; 4QA5; 4QA6; 4QA7; 4RN0; 4RN1; 4RN2; 5BWZ; 5D1B; 5D1C; 5D1D; 5DC5; 5DC6; 5DC7; 5DC8; 5FCW; 5THS; 5THT; 5THU; 5THV; 5VI6; 6HSK; 6ODA; 6ODB; 6ODC; 7JVU; 7JVV; 7JVW,HDAC8,HDAC8,HGNC:13315,Humans,DB02546; DB05015; DB06603; DB11841; DB12645
1637,Matrix metalloproteinase-16,MMP16,2662306,AB009303,P51512,MMP16_HUMAN,1RM8,MMP16,MMP16,HGNC:7162,Humans,DB00786
1640,"Phospholipase A2, membrane associated",PLA2G2A,190889,M22430,P14555,PA2GA_HUMAN,1AYP; 1BBC; 1DB4; 1DB5; 1DCY; 1J1A; 1KQU; 1KVO; 1N28; 1N29; 1POD; 1POE; 3U8B; 3U8D; 3U8H; 3U8I; 5G3N,PLA2G2A,PLA2G2A,HGNC:9031,Humans,DB00328; DB01955; DB02448; DB03017
1646,Cathepsin S,CTSS,248406,S93414,P25774,CATS_HUMAN,1GLO; 1MS6; 1NPZ; 1NQC; 2C0Y; 2F1G; 2FQ9; 2FRA; 2FRQ; 2FT2; 2FUD; 2FYE; 2G6D; 2G7Y; 2H7J; 2HH5; 2HHN; 2HXZ; 2OP3; 2R9M; 2R9N; 2R9O; 3IEJ; 3N3G; 3N4C; 3OVX; 4P6E; 4P6G; 5QBU; 5QBV; 5QBW; 5QBX; 5QBY; 5QBZ; 5QC0; 5QC1; 5QC2; 5QC3; 5QC4; 5QC5; 5QC6; 5QC7; 5QC8; 5QC9; 5QCA; 5QCB; 5QCC; 5QCD; 5QCE; 5QCF; 5QCG; 5QCH; 5QCI; 5QCJ; 6YYN; 6YYO; 6YYP; 6YYQ; 6YYR; 8PI3; 8RND; 9GJ2,CTSS,CTSS,HGNC:2545,Humans,DB08611
1653,Carbonic anhydrase 12,CA12,2984693,AF051882,O43570,CAH12_HUMAN,1JCZ; 1JD0; 4HT2; 4KP5; 4KP8; 4Q0L; 4QJ0; 4QJO; 4QJW; 4WW8; 5LL5; 5LL9; 5LLO; 5LLP; 5MSA; 5MSB; 6G5L; 6G7A; 6QN0; 6QNG; 6QNL; 6R6Y; 6R71; 6RPS; 6T5P; 6T5Q; 7PP9; 7PUU; 7PUV; 7PUW; 8CO3,CA12,CA12,HGNC:1371,Humans,DB00562; DB00606; DB00819; DB08329; DB08846
1667,Neuraminidase,NA,324416,M11445,P03472,NRAM_I75A5,1A14; 1BJI; 1F8B; 1F8C; 1F8D; 1F8E; 1INY; 1L7F; 1L7G; 1L7H; 1MWE; 1NCA; 1NCB; 1NCC; 1NMC; 1NNA; 1NNB; 1NNC; 1XOE; 1XOG; 2C4A; 2C4L; 2QWA; 2QWB; 2QWC; 2QWD; 2QWE; 2QWF; 2QWG; 2QWH; 2QWI; 2QWJ; 2QWK; 3NN9; 3W09; 4DGR; 4NN9; 4WEG; 5NN9; 6NN9; 7NN9,,,,Influenza A virus (strain A/Tern/Australia/G70C/1975 H11N9),DB06614
1680,Leukotriene A-4 hydrolase,LTA4H,976396,U27293,P09960,LKHA4_HUMAN,1GW6; 1H19; 1HS6; 1SQM; 2R59; 2VJ8; 3B7R; 3B7S; 3B7T; 3B7U; 3CHO; 3CHP; 3CHQ; 3CHR; 3CHS; 3FH5; 3FH7; 3FH8; 3FHE; 3FTS; 3FTU; 3FTV; 3FTW; 3FTX; 3FTY; 3FTZ; 3FU0; 3FU3; 3FU5; 3FU6; 3FUD; 3FUE; 3FUF; 3FUH; 3FUI; 3FUJ; 3FUK; 3FUL; 3FUM; 3FUN; 3U9W; 4DPR; 4L2L; 4MKT; 4MS6; 4R7L; 4RSY; 4RVB; 5AEN; 5BPP; 5FWQ; 5N3W; 5NI2; 5NI4; 5NI6; 5NIA; 5NID; 5NIE; 6ENB; 6ENC; 6END; 6O5H; 7AUZ; 7AV0; 7AV1; 7AV2; 7KZE; 7LLQ; 8AVA; 8AWH; 8QOW; 8QPN; 8QQ4; 8RX3; 8RX7; 8RX9; 8TWX,LTA4H,LTA4H,HGNC:6710,Humans,DB02352; DB06828; DB06851; DB06917; DB07094; DB07099; DB07102; DB07104; DB07196; DB07259; DB07260; DB07292; DB08466
1717,Poly [ADP-ribose] polymerase 1,PARP1,1017423,X16674,P09874,PARP1_HUMAN,1UK0; 1UK1; 1WOK; 2COK; 2CR9; 2CS2; 2DMJ; 2JVN; 2L30; 2L31; 2N8A; 2RCW; 2RD6; 2RIQ; 3GJW; 3GN7; 3L3L; 3L3M; 3OD8; 3ODA; 3ODC; 3ODE; 4AV1; 4DQY; 4GV7; 4HHY; 4HHZ; 4L6S; 4OPX; 4OQA; 4OQB; 4PJT; 4R5W; 4R6E; 4RV6; 4UND; 4UXB; 4XHU; 4ZZZ; 5A00; 5DS3; 5HA9; 5KPN; 5KPO; 5KPP; 5KPQ; 5WRQ; 5WRY; 5WRZ; 5WS0; 5WS1; 5WTC; 5XSR; 5XST; 5XSU; 6BHV; 6GHK; 6M3I; 6NRF; 6NRG; 6NRH; 6NRI; 6NRJ; 6NTU; 6VKK; 6VKO; 6VKQ; 6XVW; 7AAA; 7AAB; 7AAC; 7AAD; 7CMW; 7KK2; 7KK3; 7KK4; 7KK5; 7KK6; 7ONR; 7ONS; 7ONT; 7S68; 7S6H; 7S6M; 7S81; 7SCY; 7SCZ; 8FYY; 8FYZ; 8FZ1; 8G0H; 8HE7; 8HLR; 8JNZ; 8U4W; 9BPY; 9CKC; 9DMC; 9ETQ; 9ETR,PARP1,PARP1,HGNC:270,Humans,DB00277; DB02498; DB02690; DB02701; DB03073; DB03509; DB03722; DB04010; DB07096; DB07330; DB09074; DB11760; DB11793; DB12332
1739,Serine protease 1,PRSS1,521216,M22612,P07477,TRY1_HUMAN,1FXY; 1TRN; 2RA3; 4WWY; 4WXV; 7QE8; 7QE9; 8H3S,PRSS1,PRSS1,HGNC:9475,Humans,DB02463; DB02812; DB03127; DB06692; DB12598
1777,Bile acid receptor,NR1H4,1546084,U68233,Q96RI1,NR1H4_HUMAN,1OSH; 3BEJ; 3DCT; 3DCU; 3FLI; 3FXV; 3GD2; 3HC5; 3HC6; 3L1B; 3OKH; 3OKI; 3OLF; 3OMK; 3OMM; 3OOF; 3OOK; 3P88; 3P89; 3RUT; 3RUU; 3RVF; 4OIV; 4QE8; 4WVD; 5IAW; 5ICK; 5Q0I; 5Q0J; 5Q0K; 5Q0L; 5Q0M; 5Q0N; 5Q0O; 5Q0P; 5Q0Q; 5Q0R; 5Q0S; 5Q0T; 5Q0U; 5Q0V; 5Q0W; 5Q0X; 5Q0Y; 5Q0Z; 5Q10; 5Q11; 5Q12; 5Q13; 5Q14; 5Q15; 5Q16; 5Q17; 5Q18; 5Q19; 5Q1A; 5Q1B; 5Q1C; 5Q1D; 5Q1E; 5Q1F; 5Q1G; 5Q1H; 5Q1I; 5WZX; 5Y1J; 5Y44; 5Y49; 5YXB; 5YXD; 5YXJ; 5YXL; 5Z12; 6A5W; 6A5X; 6A5Y; 6A5Z; 6A60; 6HL0; 6HL1; 6ITM; 7D42; 7TRB; 7VUE; 8HBM; 8HD3,NR1H4,NR1H4,HGNC:7967,Humans,DB03619; DB05990; DB06777; DB16255
1796,Elongation factor G,fusA,,,P13551,EFG_THETH,1FNM; 1IP8; 1IPM; 1IPO; 1IPR; 1JQM; 1JQS; 1KTV; 1PN6; 2BCW; 2BM0; 2BM1; 2BV3; 2J7K; 2OM7; 3IZP; 4M1K; 4MYT; 4MYU,,,,Thermus thermophilus,DB02703
1821,"Fatty acid-binding protein, brain",FABP7,2632065,AJ002962,O15540,FABP7_HUMAN,1FDQ; 1FE3; 1JJX; 5URA; 6L9O; 7E25; 8IVF; 8IVL,FABP7,FABP7,HGNC:3562,Humans,DB00159
1824,Dual specificity protein kinase CLK1,CLK1,632964,L29219,P49759,CLK1_HUMAN,1Z57; 2VAG; 5J1V; 5J1W; 5X8I; 6FT8; 6FT9; 6FYO; 6G33; 6I5H; 6I5I; 6I5K; 6I5L; 6KHD; 6Q8K; 6Q8P; 6QTY; 6R3D; 6R6E; 6R6X; 6R8J; 6RAA; 6TW2; 6YTA; 6YTD; 6YTE; 6YTG; 6YTI; 6Z4Z; 6Z50; 6ZLN; 7AK3; 7O9Y; 7OA0; 7OPG; 8P04; 8P08; 8UWN,CLK1,CLK1,HGNC:2068,Humans,DB08691
1852,Kinesin-like protein KIF11,KIF11,1155084,X85137,P52732,KIF11_HUMAN,1II6; 1Q0B; 1X88; 1YRS; 2FKY; 2FL2; 2FL6; 2FME; 2G1Q; 2GM1; 2IEH; 2PG2; 2Q2Y; 2Q2Z; 2UYI; 2UYM; 2WOG; 2X2R; 2X7C; 2X7D; 2X7E; 2XAE; 3CJO; 3HQD; 3K3B; 3K5E; 3KEN; 3L9H; 3WPN; 3ZCW; 4A1Z; 4A28; 4A50; 4A51; 4A5Y; 4AP0; 4AQV; 4AQW; 4AS7; 4B7B; 4BBG; 4BXN; 4CK5; 4CK6; 4CK7; 4ZCA; 4ZHI; 5JV3; 5ZO7; 5ZO8; 5ZO9; 6G6Y; 6G6Z; 6HKX; 6HKY; 6TA3; 6TA4; 6TIW; 6TLE; 6TRL; 6Y1I; 8YHH,KIF11,KIF11,HGNC:6388,Humans,DB06040; DB08037
1855,Macrophage migration inhibitory factor,MIF,188556,M25639,P14174,MIF_HUMAN,1CA7; 1CGQ; 1GCZ; 1GD0; 1GIF; 1LJT; 1MIF; 1P1G; 2OOH; 2OOW; 2OOZ; 3B9S; 3CE4; 3DJH; 3DJI; 3HOF; 3IJG; 3IJJ; 3JSF; 3JSG; 3JTU; 3L5P; 3L5R; 3L5S; 3L5T; 3L5U; 3L5V; 3SMB; 3SMC; 3U18; 3WNR; 3WNS; 3WNT; 4ETG; 4EUI; 4EVG; 4F2K; 4GRN; 4GRO; 4GRP; 4GRQ; 4GRR; 4GRU; 4GUM; 4K9G; 4OSF; 4OYQ; 4P01; 4P0H; 4PKK; 4PKZ; 4PLU; 4TRF; 4TRU; 4WR8; 4WRB; 4XX7; 4XX8; 4Z15; 4Z1T; 4Z1U; 5B4O; 5BS9; 5BSC; 5BSI; 5BSJ; 5EIZ; 5HVS; 5HVT; 5HVV; 5J7P; 5J7Q; 5UMJ; 5UMK; 5UZY; 5V70; 5V73; 5XEJ; 6B1C; 6B1K; 6B2C; 6BG6; 6BG7; 6CB5; 6CBF; 6CBG; 6CBH; 6FVE; 6FVH; 6OY8; 6OYB; 6OYE; 6OYG; 6PEG; 7E45; 7E47; 7E49; 7E4A; 7E4B; 7E4C; 7KQX; 7XTX; 7XVX; 8CA0; 8IMR; 8SON; 8SPN; 8TT9; 9BNQ; 9BNR,MIF,MIF,HGNC:7097,Humans,DB01880; DB07718; DB08765
1861,TGF-beta receptor type-2,TGFBR2,339570,M85079,P37173,TGFR2_HUMAN,1KTZ; 1M9Z; 1PLO; 2PJY; 3KFD; 4P7U; 4XJJ; 5E8V; 5E8Y; 5E91; 5E92; 5QIN; 5TX4; 5TY4; 7DV6; 8G4K; 8YGZ; 9B9F; 9E9G; 9FDY; 9FK5; 9FKP,TGFBR2,TGFBR2,HGNC:11773,Humans,DB10772
1868,Penicillin-binding protein 2X,pbpX,47392,X16367,P59676,PBPX_STRR6,1PYY,,,,Streptococcus pneumoniae (strain ATCC BAA-255 / R6),DB01147; DB04918; DB14733
1869,Exotoxin A,eta,151216,K01397,P11439,TOXA_PSEAE,1AER; 1DMA; 1IKP; 1IKQ; 1XK9; 1ZM2; 1ZM3; 1ZM4; 1ZM9; 2ZIT; 3B78; 3B82; 3B8H,,,,Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG 12228),DB02701
1893,Thromboxane-A synthase,TBXAS1,338704,M80647,P24557,THAS_HUMAN,,TBXAS1,TBXAS1,HGNC:11609,Humans,DB01207; DB03052
1913,Cyclin-dependent kinase 7,CDK7,485909,X79193,P50613,CDK7_HUMAN,1UA2; 6O9L; 6XBZ; 6XD3; 7B5O; 7B5Q; 7EGB; 7EGC; 7ENA; 7ENC; 7LBM; 7NVR; 8BVW; 8BYQ; 8GXQ; 8GXS; 8ORM; 8P4Z; 8P6V; 8P6W; 8P6X; 8P6Y; 8P6Z; 8P70; 8P71; 8P72; 8P73; 8P74; 8P75; 8P76; 8P77; 8P78; 8P79; 8P7L; 8PLZ; 8PYR; 8R99; 8R9A; 8R9B; 8R9O; 8R9S; 8R9U; 8S0R; 8S0T,CDK7,CDK7,HGNC:1778,Humans,DB06195
1979,"Thioredoxin reductase 1, cytoplasmic",TXNRD1,1237038,X91247,Q16881,TRXR1_HUMAN,2CFY; 2J3N; 2ZZ0; 2ZZB; 2ZZC; 3QFA; 3QFB; 7X1R,TXNRD1,TXNRD1,HGNC:12437,Humans,DB01169; DB03147; DB03566; DB05448
2010,Dihydrofolate reductase,folA,146006,J01609,P0ABQ4,DYR_ECOLI,1DDR; 1DDS; 1DHI; 1DHJ; 1DRA; 1DRB; 1DRE; 1DRH; 1DYH; 1DYI; 1DYJ; 1JOL; 1JOM; 1RA1; 1RA2; 1RA3; 1RA8; 1RA9; 1RB2; 1RB3; 1RC4; 1RD7; 1RE7; 1RF7; 1RG7; 1RH3; 1RX1; 1RX2; 1RX3; 1RX4; 1RX5; 1RX6; 1RX7; 1RX8; 1RX9; 1TDR; 2ANO; 2ANQ; 2D0K; 2DRC; 2INQ; 3DAU; 3DRC; 3K74; 3KFY; 3OCH; 3QL3; 3QYL; 3QYO; 3R33; 4DFR; 4EIG; 4EIZ; 4EJ1; 4FHB; 4GH8; 4I13; 4I1N; 4KJJ; 4KJK; 4KJL; 4NX6; 4NX7; 4PDJ; 5CC9; 5CCC; 5DFR; 6DFR; 7DFR,,,,Escherichia coli (strain K12),DB00440
2015,Beta-lactamase SHV-1,bla,5002312,AF148850,P0AD63,BLA1_ECOLX,,,,,Escherichia coli,DB01606; DB09060; DB12377
2029,Beta-lactamase SHV-2,bla,5002314,AF148851,P0A9Z7,BLA2_ECOLX,,,,,Escherichia coli,DB09060
2050,Gag-Pol polyprotein,gag-pol,326388,M15654,P03366,POL_HV1B1,1A9M; 1AJV; 1AJX; 1AXA; 1BQM; 1BQN; 1D4H; 1D4I; 1D4J; 1DLO; 1DW6; 1EBK; 1EBW; 1EBY; 1EBZ; 1EC0; 1EC1; 1EC2; 1EC3; 1EET; 1G35; 1GNM; 1GNN; 1GNO; 1HAR; 1HBV; 1HEF; 1HEG; 1HIH; 1HMV; 1HNI; 1HNV; 1HOS; 1HPS; 1HPZ; 1HQE; 1HQU; 1HRH; 1HTE; 1HTF; 1HTG; 1HVI; 1HVK; 1HVP; 1HVU; 1HYS; 1IKV; 1IKW; 1IKX; 1IKY; 1J5O; 1KJH; 1MER; 1MES; 1MET; 1MEU; 1N5Y; 1N6Q; 1NPA; 1NPV; 1NPW; 1QE1; 1QMC; 1R0A; 1RDH; 1RTD; 1RVL; 1RVM; 1RVN; 1RVO; 1RVP; 1RVQ; 1RVR; 1S6P; 1S6Q; 1S9E; 1S9G; 1SBG; 1SUQ; 1SV5; 1T03; 1T05; 1T7K; 1TV6; 1TVR; 1UWB; 1W5V; 1W5W; 1W5X; 1W5Y; 1YT9; 1ZP8; 1ZPA; 1ZSF; 1ZSR; 2AQU; 2B5J; 2B6A; 2BAN; 2BBB; 2BE2; 2EXF; 2G69; 2HB3; 2HMI; 2HNZ; 2HS1; 2HS2; 2I4D; 2I4U; 2I4V; 2I4W; 2I4X; 2I5J; 2IAJ; 2IC3; 2IDW; 2IEO; 2JZW; 2L45; 2L46; 2L4L; 2UXZ; 2UY0; 2VG5; 2VG6; 2VG7; 2X4U; 2YKM; 2YKN; 2ZD1; 2ZE2; 3AVI; 3BGR; 3DLK; 3GGA; 3GGV; 3GGX; 3HVT; 3IG1; 3IRX; 3IS9; 3ISN; 3ITH; 3JSM; 3JYT; 3K2P; 3K4V; 3KLE; 3KLF; 3KLG; 3KLH; 3KLI; 3NDT; 3NU3; 3NU4; 3NU5; 3NU6; 3NU9; 3NUJ; 3NUO; 3OK9; 3PSU; 3QAA; 3QLH; 3QO9; 3TKG; 3TKW; 3TL9; 3TLH; 3V4I; 3V6D; 3V81; 3ZPS; 3ZPT; 3ZPU; 4COE; 4CP7; 4CPQ; 4CPR; 4CPS; 4CPT; 4CPU; 4CPW; 4CPX; 4DG1; 4G1Q; 4G8G; 4G8I; 4G9D; 4G9F; 4H4M; 4H4O; 4I2P; 4I2Q; 4ICL; 4ID5; 4IDK; 4IFV; 4IFY; 4IG0; 4IG3; 4KFB; 4KKO; 4KO0; 4LSL; 4LSN; 4MFB; 4O44; 4O4G; 4OJR; 4PQU; 4PUO; 4PWD; 4Q0B; 4QAG; 4R5P; 4RW4; 4RW6; 4RW7; 4RW8; 4RW9; 4U8W; 4WE1; 4YE3; 4YHQ; 4ZIP; 4ZLS; 5AGZ; 5AH6; 5AH7; 5AH8; 5AH9; 5AHA; 5AHB; 5AHC; 5BRY; 5BS4; 5C24; 5C25; 5C42; 5D3G,,,,HIV-1,DB05871; DB06414; DB08414; DB08598; DB08600; DB08639
2063,D-alanyl-D-alanine carboxypeptidase DacA,dacA,,X06479,P0AEB2,DACA_ECOLI,1HD8; 1NJ4; 1NZO; 1NZU; 1SDN; 1Z6F; 3BEB; 3BEC; 3MZD; 3MZE; 3MZF,,,,Escherichia coli (strain K12),DB00274; DB00578; DB00671; DB01000; DB01147; DB01329; DB01331; DB01602; DB06590; DB09050; DB09319; DB09320; DB13028; DB13470; DB13682; DB16335
2081,Sodium channel protein type 2 subunit alpha,SCN2A,457879,M94055,Q99250,SCN2A_HUMAN,2KAV; 4JPZ; 4RLY; 6BUT; 6J8E,SCN2A,SCN2A,HGNC:10588,Humans,DB00193; DB00252; DB00273; DB00555; DB00564; DB00907; DB00909; DB01069; DB01161; DB05541; DB06119; DB09009; DB09085; DB09088; DB09342; DB09345; DB13269
2082,Sodium channel protein type 3 subunit alpha,SCN3A,7414320,AJ251507,Q9NY46,SCN3A_HUMAN,7W77; 7W7F,SCN3A,SCN3A,HGNC:10590,Humans,DB00252; DB00273; DB00555; DB00564; DB00907; DB00909; DB01069; DB01161; DB05541; DB06119; DB09009; DB09085; DB09088; DB09342; DB09345; DB13269
2083,Sodium channel protein type 4 subunit alpha,SCN4A,338213,M81758,P35499,SCN4A_HUMAN,6AGF; 6MBA; 6MC9,SCN4A,SCN4A,HGNC:10591,Humans,DB00273; DB00555; DB00564; DB00907; DB00909; DB01069; DB01161; DB01195; DB05541; DB06119; DB09009; DB09085; DB09088; DB09342; DB09345; DB13269
2084,Sodium channel protein type 8 subunit alpha,SCN8A,4321647,AF050736,Q9UQD0,SCN8A_HUMAN,8FHD; 8GZ1; 8GZ2,SCN8A,SCN8A,HGNC:10596,Humans,DB00252; DB00273; DB00555; DB00564; DB00907; DB01069; DB01161; DB05541; DB06119; DB09009; DB09085; DB09088; DB09342; DB09345; DB13269
